company,company_loc,ref,bean_origin,broad_bean_origin,bean_typ,review_dt,cocoa_pcnt,rating
Ethereal,USA,1275,Ecuador,Ecuador,Unknown,2014,0.8,3.5
Ethereal,USA,1275,DominicanRepublic,DominicanRepublic,Unknown,2014,0.8,3.75
FearlessAMMA,USA,565,MonteAlegreDBadaroRawOrganic,Brazil,Unknown,2010,0.75,2.75
FeitoriaCacao,Portugal,1732,BlueMountain,Jamaica,Unknown,2016,0.76,3
FeitoriaCacao,Portugal,1736,Cuyagua,Venezuela,Unknown,2016,0.76,2.5
FeitoriaCacao,Portugal,1736,MayaMountain,Belize,Trinitario,2016,0.76,2.75
Felchlin,Switzerland,494,Grenada,Grenada,Trinitario,2010,0.58,3.5
Felchlin,Switzerland,105,SupremoSF,,Unknown,2006,0.62,2
Felchlin,Switzerland,105,ElvesiaP,DominicanRepublic,TrinitarioCriollo,2006,0.74,3
Felchlin,Switzerland,48,MadagascarGrandCru,Madagascar,Criollo,2006,0.64,3
Felchlin,Switzerland,48,MaracaiboClasificado,Venezuela,Criollo,2006,0.65,3
Felchlin,Switzerland,48,Arriba,Ecuador,ForasteroArriba,2006,0.72,3.5
Felchlin,Switzerland,56,AltoBeniCruSavage,Bolivia,CriolloWild,2006,0.68,4
Finca,USA,1283,PuertoRico,PuertoRico,Unknown,2014,0.65,2.25
Finca,USA,1283,DominicanRepublic,DominicanRepublic,Unknown,2014,0.8,3
Finca,USA,1283,DominicanRepublic,DominicanRepublic,Unknown,2014,0.7,3.25
Finca,USA,1287,DominicanRepublic,DominicanRepublic,Unknown,2014,0.85,2.5
ForeverCacao,UK,1267,RioEni,Peru,Criollo,2014,0.72,2.75
FortezaCortes,PuertoRico,1776,DominicanRepublic,DomincanRepublic,Unknown,2016,0.7,2.75
FortezaCortes,PuertoRico,1776,PuertoRico,DomincanRepublic,Unknown,2016,0.8,2.75
Fossa,Singapore,1772,AkessonsESambiranoV,Madagascar,Unknown,2016,0.7,2.75
Fossa,Singapore,1776,CaminoVerdePBalaoGuayas,Ecuador,Unknown,2016,0.75,3.5
Fossa,Singapore,1776,KokoaKamiliCoopKilombero,Tanzania,Trinitario,2016,0.67,3.75
Franceschi,Venezuela,1355,Choroni,Venezuela,Unknown,2014,0.7,3.5
Franceschi,Venezuela,1355,Ocumare,Venezuela,Unknown,2014,0.7,3.75
Franceschi,Venezuela,911,Canoabo,Venezuela,Unknown,2012,0.7,3.75
Franceschi,Venezuela,915,SurdelLago,Venezuela,Unknown,2012,0.6,3.5
FredericBlondeel,Belgium,1538,CostaRica,CostaRica,Unknown,2015,0.7,3.5
FredericBlondeel,Belgium,1538,PeruBrutus,Peru,Unknown,2015,0.75,3.5
FredericBlondeel,Belgium,1542,Vietnam,Vietnam,Trinitario,2015,0.8,3
FredericBlondeel,Belgium,1351,Ghana,Ghana,Forastero,2014,0.6,3.5
FredericBlondeel,Belgium,1351,Madagascar,Madagascar,Trinitario,2014,0.65,3.5
FrenchBroad,USA,1940,Norandinobatch161208,Peru,Unknown,2017,0.7,3.5
FrenchBroad,USA,1634,Guatemala,Guatemala,Unknown,2015,0.73,3.5
FrenchBroad,USA,1209,SanAndres,CostaRica,Unknown,2014,0.8,3
FrenchBroad,USA,1295,Matagalpa,Nicaragua,Unknown,2014,0.68,3.25
FrenchBroad,USA,1042,PaloBlancoChulucanas,Peru,Unknown,2013,0.66,3.5
FrenchBroad,USA,883,TumbesCoop,Peru,Criollo,2012,0.7,2.5
FrenchBroad,USA,883,PaloBlancoChulucanas,Peru,Unknown,2012,0.61,3.5
FrenchBroad,USA,887,PaloBlancowpanelaChulucanas,Peru,Unknown,2012,0.81,2
FrenchBroad,USA,781,MaranonCanyonFortunatoNo4,Peru,ForasteroNacional,2011,0.7,3.5
FrenchBroad,USA,785,LaRed,DominicanRepublic,Unknown,2011,0.65,3.5
Fresco,USA,1383,Maranon228MRSC,Peru,ForasteroNacional,2014,0.7,3
Fresco,USA,1383,Maranon227LRMC,Peru,ForasteroNacional,2014,0.7,3.5
Fresco,USA,1383,Maranon229MRLC,Peru,ForasteroNacional,2014,0.7,3.5
Fresco,USA,1387,Maranon230DRLC,Peru,ForasteroNacional,2014,0.7,3.5
Fresco,USA,1030,Conacado223MRSC,DominicanRepublic,Unknown,2013,0.72,3.25
Fresco,USA,1081,Conacado224MRMC,DominicanRepublic,Unknown,2013,0.72,3.75
Fresco,USA,1117,SanMartinBellavistaCoop226DRMC,Peru,Unknown,2013,0.7,3.75
Fresco,USA,1149,BellavistaCoop225LRMCCGExclusive,Peru,Trinitario,2013,0.7,4
Fresco,USA,899,MarkhamValley219LRMC,PapuaNewGuinea,Unknown,2012,0.69,3.5
Fresco,USA,899,MarkhamValley221DRMC,PapuaNewGuinea,Unknown,2012,0.69,3.5
Fresco,USA,915,SambiranoValley216MRLC,Madagascar,Trinitario,2012,0.74,4
Fresco,USA,927,MarkhamValley220MRMC,PapuaNewGuinea,Trinitario,2012,0.69,4
Fresco,USA,931,MarkhamValley222LR0C,PapuaNewGuinea,Trinitario,2012,0.69,3
Fresco,USA,636,Ghana211MRMC,Ghana,Forastero,2011,0.74,2.75
Fresco,USA,642,Jamaica209DRSC,Jamaica,Trinitario,2011,0.7,3.25
Fresco,USA,642,Conacado212LRSC,DominicanRepublic,Unknown,2011,0.72,3.5
Fresco,USA,642,Jamaica210DRMC,Jamaica,Trinitario,2011,0.7,3.5
Fresco,USA,682,SambiranoValley214LRMC,Madagascar,Trinitario,2011,0.74,2.75
Fresco,USA,682,Conacado213DRC,DominicanRepublic,Unknown,2011,0.72,3.25
Fresco,USA,688,SambiranoValley215MRMC,Madagascar,Trinitario,2011,0.74,3
Fresco,USA,745,Chuao218MRMC,Venezuela,Trinitario,2011,0.76,3.25
Fresco,USA,745,Chuao217DRMC,Venezuela,Trinitario,2011,0.7,4
Fresco,USA,370,Jamaica204DRSC,Jamaica,Trinitario,2009,0.8,2.75
Fresco,USA,370,Jamaica206DRLC,Jamaica,Trinitario,2009,0.7,3
Fresco,USA,370,Jamaica205DRMC,Jamaica,Trinitario,2009,0.7,3.25
Fresco,USA,370,CareneroSuperior203MRSC,Venezuela,Criollo,2009,0.65,3.5
FriisHolm,Denmark,1912,RugosoBadFermentation,Nicaragua,Unknown,2016,0.7,3.5
FriisHolmBonnat,Denmark,1680,LaDalia,Nicaragua,Unknown,2015,0.6,3
FriisHolmBonnat,Denmark,1680,LaDalia,Nicaragua,Unknown,2015,0.85,3.25
FriisHolmBonnat,Denmark,1259,LaDalia,Nicaragua,Unknown,2014,0.7,3.5
FriisHolmBonnat,Denmark,1034,BarbaXoco,Nicaragua,Unknown,2013,0.7,3.25
FriisHolmBonnat,Denmark,1034,MedaglaXoco,Nicaragua,Unknown,2013,0.7,3.5
FriisHolmBonnat,Denmark,895,ChunotripleturnedXoco,Nicaragua,CriolloTrinitario,2012,0.7,3.25
FriisHolmBonnat,Denmark,899,RedMayanXoco,Honduras,CriolloTrinitario,2012,0.7,3.25
FriisHolmBonnat,Denmark,899,ChunodoubleturnedXoco,Nicaragua,CriolloTrinitario,2012,0.7,3.25
FriisHolmBonnat,Denmark,923,RugosoXoco,Nicaragua,Unknown,2012,0.7,3.75
FriisHolmBonnat,Denmark,623,JoheXoco,Nicaragua,CriolloTrinitario,2011,0.7,3.25
FriisHolmBonnat,Denmark,623,ChunoXoco,Nicaragua,CriolloTrinitario,2011,0.7,3.5
FriisHolmBonnat,Denmark,623,NicalisoXoco,Nicaragua,CriolloTrinitario,2011,0.7,3.5
Fruition,USA,1780,WildBolivianBatch2,Bolivia,Beniano,2016,0.74,3.75
Fruition,USA,1780,CotoBrusHeirloomBatch1,CostaRica,Amazonmix,2016,0.74,4
Fruition,USA,1347,GranCouva,Trinidad,Trinitario,2014,0.7,3.75
Fruition,USA,1359,Maranon,Peru,ForasteroNacional,2014,0.76,3
Fruition,USA,1046,LaRed,DominicanRepublic,Unknown,2013,0.7,3.75
Fruition,USA,1185,CaminoVerde,Ecuador,Unknown,2013,0.75,3
Fruition,USA,863,Peru,Peru,Unknown,2012,0.7,2.5
Fruition,USA,753,SignatureBlend,CostaRica,Trinitario,2011,0.66,3.25
Fruition,USA,781,CostaRica,CostaRica,Unknown,2011,0.7,3
GardenIsland,USA,1367,KauaIAleaEstate+world,Hawaii,Blend,2014,0.85,2.5
GeorgiaRamon,Germany,1642,AkessonP,Madagascar,Trinitario,2015,0.65,3.25
GeorgiaRamon,Germany,1642,ABOCFACoop,Ghana,Forastero,2015,0.7,4
GeorgiaRamon,Germany,1646,ConacadoCoop,DomincanRepublic,Trinitario,2015,0.7,3.5
GeorgiaRamon,Germany,1646,ConacadoCoop,DomincanRepublic,Trinitario,2015,0.8,3.5
GeorgiaRamon,Germany,1646,AkessonP,Madagascar,Trinitario,2015,0.75,3.5
Glennmade,USA,1848,ToledoDistrict2015Harvest,Belize,Unknown,2016,0.7,3.5
Glennmade,USA,1672,Bahia,Brazil,TrinitarioForastero,2015,0.66,3
GoodnowFarms,USA,1924,AlmendraBlancabatch1004,Mexico,Unknown,2016,0.77,2.75
GoodnowFarms,USA,1924,ElCarmenbatch1003,Nicaragua,Unknown,2016,0.77,3.25
GoodnowFarms,USA,1924,Asochivitebatch1005,Guatemala,Unknown,2016,0.77,3.25
GrandPlace,Vietnam,741,BenTreDongNai,Vietnam,Trinitario,2011,0.72,3
GreenBlacksICAM,UK,15,Dark,,Unknown,2006,0.7,2.5
GreenBeantoBar,Japan,1896,Madagascar,Madagascar,Unknown,2016,0.7,3.5
GrenadaChocolateCo,Grenada,494,Grenada,Grenada,Trinitario,2010,0.82,3.25
GrenadaChocolateCo,Grenada,363,Grenada,Grenada,Trinitario,2009,0.6,2.75
GrenadaChocolateCo,Grenada,241,Grenada,Grenada,Trinitario,2008,0.71,2.5
GuidoCastagna,Italy,355,Arriba,Ecuador,ForasteroArribaASS,2009,0.64,3
GuidoCastagna,Italy,355,Ghana,Ghana,Forastero,2009,0.64,3
GuidoCastagna,Italy,355,TrinidadTobago,TrinidadTobago,Unknown,2009,0.64,3
GuidoCastagna,Italy,355,LacriBlend,Venezuela,Unknown,2009,0.76,3
GuidoCastagna,Italy,355,Blend,VenTrinidadEcuador,Unknown,2009,0.64,3.25
Guittard,USA,1602,EpiqueBlendNo49,,Unknown,2015,0.7,3.75
Guittard,USA,1053,Haiti,Haiti,Unknown,2013,0.65,2.75
Guittard,USA,1053,Nicaragua,Nicaragua,Unknown,2013,0.65,2.75
Guittard,USA,1053,Jamaica,Jamaica,Trinitario,2013,0.65,3.25
Guittard,USA,1053,Ecuador,Ecuador,Unknown,2013,0.65,3.5
Guittard,USA,654,CoucherduSoleil,,Unknown,2011,0.72,2.75
Guittard,USA,654,LeverduSoleil,,Unknown,2011,0.61,3.25
Guittard,USA,654,Onyx,,Unknown,2011,0.72,3.25
Guittard,USA,552,Trinidad,Trinidad,Trinitario,2010,0.65,3
Guittard,USA,316,OahuNShoreWaialuaEKakoleka,Hawaii,Unknown,2009,0.55,3
Guittard,USA,387,Nocturne,,Unknown,2009,0.91,3
Guittard,USA,387,Complexite,,Blend,2009,0.7,3.5
Guittard,USA,259,MachuPichu,Peru,Unknown,2008,0.65,3
Guittard,USA,276,SpecialMakerReserve,,Unknown,2008,0.64,3
Guittard,USA,276,Ocumare,Venezuela,Unknown,2008,0.65,3.5
Guittard,USA,147,Quetzalcoatl,,Blend,2007,0.72,3.5
Guittard,USA,15,Chucuri,Colombia,Trinitario,2006,0.65,3
Guittard,USA,87,SurdelLago,Venezuela,TrinitarioCriollo,2006,0.65,2.5
Guittard,USA,87,SambiranoAmbanja,Madagascar,Criollo+,2006,0.65,3.5
Guittard,USA,93,LosRiosQuevedo,Ecuador,ForasteroArriba,2006,0.65,3.5
Guittard,USA,93,Tsaranta,,Blend,2006,0.61,3.5
Guittard,USA,99,Semisweet,,Blend,2006,0.61,3
Habitual,Canada,1197,PapuaNewGuinea,PapuaNewGuinea,Unknown,2014,0.8,2.75
Habitual,Canada,1197,Campesinownibs,,Unknown,2014,0.74,2.75
Habitual,Canada,1197,DominicanRepublic,DominicanRepublic,Unknown,2014,0.75,3.25
Habitual,Canada,1197,Trinitario,,Trinitario,2014,0.7,3.5
Habitual,Canada,1201,DowntownLondon,,Unknown,2014,0.65,2.75
Habitual,Canada,1201,AfricameetsLatina,,Unknown,2014,0.7,3
Habitual,Canada,1201,Amazonas,,Unknown,2014,0.8,3
Habitual,Canada,1201,Sharkey,Hawaii,Unknown,2014,0.66,3.25
Habitual,Canada,1205,onehundred,,Unknown,2014,1,2
Hachez,Germany,166,Arriba,Ecuador,ForasteroArriba,2007,0.77,2.5
HaciendaElCastillo,Ecuador,1327,DonHomeroCerecitaValley,Ecuador,Trinitario,2014,0.55,2.75
HaciendaElCastillo,Ecuador,1327,DonHomeroCerecitaValley,Ecuador,Trinitario,2014,0.7,3
Haigh,Australia,701,SouthAmericaandAfrica,SouthAmericaAfrica,Unknown,2011,0.7,3
HarperMacaw,USA,1808,ValedoJulianawnibs,Brazil,Unknown,2016,0.85,3.25
HarperMacaw,USA,1696,BrazilBlend,Brazil,Unknown,2015,0.67,3
HarperMacaw,USA,1700,TomeAcuEAmazonRainforest,Brazil,Unknown,2015,0.77,3.5
HarperMacaw,USA,1700,ValedoJulianaEAtlanticForest,Brazil,Unknown,2015,0.74,3.5
Heilemann,Germany,1876,Peru,Peru,Unknown,2016,0.64,2.75
HeirloomCacaoPreservationBrasstown,USA,1748,MayaMtnMohoRToledoD2015,Belize,Amazon,2016,0.7,3.25
HeirloomCacaoPreservationFruition,USA,1748,CotaBrusTerciopelo2015,CostaRica,Amazonmix,2016,0.74,3.5
HeirloomCacaoPreservationGuittard,USA,1239,AltoBeniUpperRioBeni2014,Bolivia,AmazonICS,2014,0.67,3.5
HeirloomCacaoPreservationGuittard,USA,1243,WildBeniLowerRioBeniTranquilidad2014,Bolivia,Beniano,2014,0.67,3
HeirloomCacaoPreservationGuittard,USA,1243,LosRiosHaciendaLimonOrecao2014,Ecuador,EET,2014,0.67,3.75
HeirloomCacaoPreservationGuittard,USA,1243,MaunawiliOahuAgriResearchC2014,Hawaii,Unknown,2014,0.67,3.75
HeirloomCacaoPreservationManoa,USA,1744,MaunawiliOahuAgriResearchC2015,Hawaii,Unknown,2016,0.72,3.5
HeirloomCacaoPreservationMillcreek,USA,1744,LosRiosHaciendaLimonOrecao2015,Ecuador,EET,2016,0.7,3.5
HeirloomCacaoPreservationMindo,USA,1748,PinchinchaMindoCoopNuevaEsper2015,Ecuador,EET,2016,0.77,3.5
HeirloomCacaoPreservationZokoko,USA,1744,AltoBeniUpperRioBeni2015,Bolivia,AmazonICS,2016,0.68,3.75
HeirloomCacaoPreservationZokoko,USA,1744,WildBeniLowerRioBeniTranquilidad2015,Bolivia,Beniano,2016,0.72,4
hellococoa,USA,1458,Uganda,Uganda,Forastero,2015,0.57,2.75
hellococoa,USA,1462,Venezuela,Venezuela,Criollo,2015,0.74,3.5
hexx,USA,1546,Tanzania,Tanzania,Unknown,2015,0.7,2.75
hexx,USA,1546,Madagascar,Madagascar,Trinitario,2015,0.74,3
hexx,USA,1546,Venezuela,Venezuela,Unknown,2015,0.7,3
hexx,USA,1550,Ecuador,Ecuador,Unknown,2015,0.73,3.25
hexx,USA,1550,Peru,Peru,Unknown,2015,0.7,3.25
Hogarth,NewZealand,1712,AkessonsEstate,Madagascar,Trinitario,2016,0.7,2.75
Hogarth,NewZealand,1712,CareneroSuperior,Venezuela,Trinitario,2016,0.72,2.75
Hogarth,NewZealand,1712,Conacado,DomincanRepublic,Trinitario,2016,0.75,3.25
Hogarth,NewZealand,1712,GranBlanco,Peru,Criollo,2016,0.66,3.5
HojaVerdeTulicorp,Ecuador,414,Arriba,Ecuador,ForasteroArribaASS,2009,0.8,2
HojaVerdeTulicorp,Ecuador,414,Manabi,Ecuador,ForasteroArribaASS,2009,0.8,2.5
HojaVerdeTulicorp,Ecuador,414,Arriba,Ecuador,ForasteroArribaASS,2009,0.72,3
HojaVerdeTulicorp,Ecuador,414,Arriba,Ecuador,ForasteroArribaASS,2009,0.58,3.25
HojaVerdeTulicorp,Ecuador,414,Manabi,Ecuador,ForasteroArribaASS,2009,0.58,3.5
HolyCacao,Israel,1872,Maranon,Peru,Unknown,2016,0.7,2.75
HolyCacao,Israel,1466,CaminoVerdePBalaoGuayas,Ecuador,Unknown,2015,0.7,3.5
HolyCacao,Israel,1466,Sambirano,Madagascar,Trinitario,2015,0.7,3.5
HolyCacao,Israel,1466,GranCouva,Trinidad,Trinitario,2015,0.7,3.5
HolyCacao,Israel,1466,Mara,Venezuela,Unknown,2015,0.7,3.5
HolyCacao,Israel,431,IvoryCoast,IvoryCoast,Unknown,2009,0.7,2.5
HolyCacao,Israel,431,Hispaniola,DominicanRepublic,Unknown,2009,0.7,2.75
HolyCacao,Israel,431,SanMartin,Peru,Unknown,2009,0.7,3.5
HolyCacao,Israel,431,Hispaniolawnibs,DominicanRepublic,Unknown,2009,0.75,3.75
Honest,SouthAfrica,1327,Ecuadorwnibs,Ecuador,Unknown,2014,0.72,2.5
HotelChocolat,UK,1654,PepinieresingleCote,StLucia,Unknown,2015,0.7,2.75
HotelChocolat,UK,1030,MarcialsingleCote2012,StLucia,Trinitario,2013,0.7,4
HotelChocolat,UK,1113,IslandGrowers2012120hrc,StLucia,Trinitario,2013,1,1.75
HotelChocolatCoppeneur,UK,1038,Trinidad,Trinidad,Trinitario,2013,0.75,3
HotelChocolatCoppeneur,UK,1038,MekongDeltaDongNai,Vietnam,Trinitario,2013,0.8,3.5
HotelChocolatCoppeneur,UK,1065,LosRiosHIara,Ecuador,ForasteroNacional,2013,0.9,3
HotelChocolatCoppeneur,UK,1065,SomiaPlantationAkesson2012,Madagascar,Trinitario,2013,0.72,3
HotelChocolatCoppeneur,UK,1065,LosRiosHIara2012,Ecuador,ForasteroNacional,2013,0.82,3.5
HotelChocolatCoppeneur,UK,1109,ChanchamayoPichanadi201260hrc,Peru,Unknown,2013,1,2.75
HotelChocolatCoppeneur,UK,1113,LosRiosHIara2012120hrc,Ecuador,ForasteroNacional,2013,1,2.5
HotelChocolatCoppeneur,UK,1113,Conacado2012120hrc,DominicanRepublic,Unknown,2013,1,2.75
HotelChocolatCoppeneur,UK,809,Sambirano,Madagascar,TrinitarioCriollo,2012,0.66,3.5
HotelChocolatCoppeneur,UK,623,LosRiosHIara96hrc,Ecuador,ForasteroNacional,2011,0.8,3
HotelChocolatCoppeneur,UK,623,IslandGrowers120hrc,StLucia,Trinitario,2011,0.65,3
HotelChocolatCoppeneur,UK,623,IslandGrowers96hrc,StLucia,Trinitario,2011,0.65,3.25
HotelChocolatCoppeneur,UK,552,Ecuador,Ecuador,Unknown,2010,0.7,2.75
HotelChocolatCoppeneur,UK,552,SantoDomingo,DominicanRepublic,Unknown,2010,0.7,3
HotelChocolatCoppeneur,UK,600,Chuao,Venezuela,Trinitario,2010,0.7,2.75
HotelChocolatCoppeneur,UK,245,StLucia,StLucia,Unknown,2008,0.72,3
HotelChocolatCoppeneur,UK,296,Uganda,Uganda,Forastero,2008,0.8,2.5
HotelChocolatCoppeneur,UK,296,Tanzania,Tanzania,Unknown,2008,0.75,2.75
HotelChocolatCoppeneur,UK,300,UbaBudo,SaoTome,Forastero,2008,0.72,3
Hummingbird,Canada,1542,LamDong,Vietnam,Trinitario,2015,0.7,3.5
Hummingbird,Canada,1307,Bolivia,Bolivia,CriolloTrinitario,2014,0.7,3
Hummingbird,Canada,1311,BoliviaBonibiawnibs,Bolivia,CriolloTrinitario,2014,0.7,3
Hummingbird,Canada,1311,Momotombo,Nicaragua,Trinitario,2014,0.7,3
Hummingbird,Canada,1311,Hispaniola,DominicanRepublic,Trinitario,2014,0.7,3.75
Hummingbird,Canada,1387,ZorzalReservawCharlesKerchner,DominicanRepublic,Unknown,2014,0.7,3.5
Hummingbird,Canada,1097,OcumareCumboto,Venezuela,TrinitarioCriollo,2013,0.7,3.25
Hummingbird,Canada,1097,Amazonas,Venezuela,Forastero,2013,0.7,3.75
IdilioFelchlin,Switzerland,1085,ChuaoVenezuela,Venezuela,Trinitario,2013,0.72,3.75
IdilioFelchlin,Switzerland,725,CoopertivaAmazona,Venezuela,Criollo,2011,0.72,3.75
IdilioFelchlin,Switzerland,725,SurdelLagoAmiariMeridenaZulia48hrc,Venezuela,Unknown,2011,0.72,3.75
IdilioFelchlin,Switzerland,729,ChoroniFincaTorres48hrc,Venezuela,Criollo,2011,0.72,3.25
IdilioFelchlin,Switzerland,733,OcumareHCata48hrc,Venezuela,Criollo,2011,0.72,3.75
IdilioFelchlin,Switzerland,733,PorcelanaZulia,Venezuela,Criollo,2011,0.74,4
IdilioFelchlin,Switzerland,737,OcumareHCatawnibs,Venezuela,Criollo,2011,0.72,3.5
IdilioFelchlin,Switzerland,737,CareneroSuperiorUrrutiaBarlovento,Venezuela,Trinitario,2011,0.7,4
IdilioFelchlin,Switzerland,737,CoopertivaAmazonawnibs,Venezuela,Criollo,2011,0.72,4
IdilioFelchlin,Switzerland,737,SurdelLagoAmiariMeridenaZuliawnibs,Venezuela,Unknown,2011,0.72,4
Indah,India,1788,Indiasouth,India,Unknown,2016,0.61,2.5
Indaphoria,USA,821,LaRed,DominicanRepublic,Unknown,2012,0.7,3.25
Indaphoria,USA,907,ConacadoManifesto,DominicanRepublic,Unknown,2012,0.7,2.75
Indi,USA,1255,Honduras,Honduras,Unknown,2014,0.77,3
iQChocolate,Scotland,943,Satiporegionwhitelabel,Peru,Criollo,2012,0.72,2.75
iQChocolate,Scotland,943,blacklabel,Peru,Unknown,2012,0.72,3
Isidro,USA,1275,Madagascar,Madagascar,Trinitario,2014,0.72,3.5
Isidro,USA,1279,Peru,Peru,Unknown,2014,0.72,2.25
Isidro,USA,1279,Belize,Belize,Trinitario,2014,0.72,3.25
Isidro,USA,1279,DominicanRepublic,DominicanRepublic,Unknown,2014,0.72,3.25
Izard,USA,1542,MayaMountainToledoBatch29,Belize,Trinitario,2015,0.7,3.5
Izard,USA,1546,ElvesiaPBatch32,DominicanRepublic,Unknown,2015,0.7,2.75
JacqueTorres,USA,5,TrinatarioTreasure,Ghana,Trinitario,2006,0.71,2
Jordis,CzechRepublic,1534,Madagascar,Madagascar,Trinitario,2015,0.63,2.75
JustGoodChocolate,USA,1375,Belize,Belize,Trinitario,2014,0.7,3.5
JustGoodChocolate,USA,1375,Madagascar,Madagascar,Trinitario,2014,0.7,3.5
JustGoodChocolate,USA,1375,Peru,Peru,Unknown,2014,0.7,4
KahKow,DomincanRepublic,1061,RizekCacaoCibaoValleyDominRep,DominicanRepublic,Unknown,2013,0.7,3.5
KahKow,DomincanRepublic,1069,RizekCacaoDominRep,DominicanRepublic,Unknown,2013,0.82,3
KahKow,DomincanRepublic,1069,RizekCacaoDominRep,DominicanRepublic,Unknown,2013,0.55,3.25
KahKow,DomincanRepublic,1073,RizekCacaoDominRep,DominicanRepublic,Unknown,2013,0.62,3.25
Kakao,Germany,837,Peru,Peru,Unknown,2012,0.64,2.5
Kakao,Germany,387,Vanuatu,Vanuatu,Trinitario,2009,0.65,3.75
KallariEcuatoriana,Ecuador,241,Sisa36hrWFblendprototype,Ecuador,Unknown,2008,0.7,3
KallariEcuatoriana,Ecuador,241,SisasSecretoriginalmicro,Ecuador,Unknown,2008,0.7,3.5
KallariEcuatoriana,Ecuador,245,Roberto,Ecuador,Unknown,2008,0.75,2.75
KallariEcuatoriana,Ecuador,248,Diegooriginalmicro,Ecuador,Unknown,2008,0.85,2.5
KallariEcuatoriana,Ecuador,248,Diego48hrWFblendprototype,Ecuador,Unknown,2008,0.85,2.75
KallariEcuatoriana,Ecuador,248,Diego60hrWFblendprototype,Ecuador,Unknown,2008,0.85,3
KallariEcuatoriana,Ecuador,263,CacaoNacionalWF,Ecuador,Unknown,2008,0.75,2.5
KallariEcuatoriana,Ecuador,269,CacaoNacionalWF,Ecuador,Unknown,2008,0.85,3
KaokaCemoi,France,404,Noir,,Unknown,2009,0.7,2.75
KaokaCemoi,France,423,Ecuador,Ecuador,Unknown,2009,0.8,2.75
Kerchner,USA,1133,LaRedProjectReservaGuaconejo,DominicanRepublic,Unknown,2013,0.7,3.75
KiXocolatl,Mexico,431,Dark,Mexico,Unknown,2009,0.72,2
Kiskadee,USA,1251,LaRedGuanconjeco,DominicanRepublic,Trinitario,2014,0.6,3
Kto,USA,1422,SanMartin,Peru,Unknown,2014,0.72,2.5
Kto,USA,1422,Ocumare,Venezuela,Unknown,2014,0.72,2.75
Kto,USA,1422,Belize,Belize,Trinitario,2014,0.72,3
Kto,USA,1422,SambiranoValley,Madagascar,Trinitario,2014,0.72,3.25
Kto,USA,1426,Belize,Belize,Trinitario,2014,0.9,3.25
Kto,USA,1426,Elvesia,DominicanRepublic,Unknown,2014,0.72,3.25
Kto,USA,1426,ROIG,DominicanRepublic,Unknown,2014,0.72,3.25
Kul,USA,1840,KafupboPetitBourgDeBorgnes,Haiti,Unknown,2016,0.7,3.25
Kul,USA,1852,MaranonFortunatoNo4,Peru,ForasteroNacional,2016,0.7,2.75
Kul,USA,1852,LosRiosHaciendaLimonHeirloom,Ecuador,Unknown,2016,0.7,3.75
Kul,USA,1852,BahiaFazendaCamboa,Brazil,Forastero,2016,0.7,3.75
Kyya,USA,1359,Uganda,Uganda,Forastero,2014,0.725,2.5
Kyya,USA,1359,Hispaniola,DominicanRepublic,Unknown,2014,0.725,3
Kyya,USA,1363,Ecuador,Ecuador,Unknown,2014,0.725,2.5
Kyya,USA,1363,Madagascar,Madagascar,Trinitario,2014,0.725,3
LABurdickFelchlin,USA,891,Peru,Peru,Unknown,2012,0.74,3.25
LABurdickFelchlin,USA,891,Brazil,Brazil,Unknown,2012,0.7,4
LABurdickFelchlin,USA,927,Chuao,Venezuela,Trinitario,2012,0.68,3.75
LABurdickFelchlin,USA,682,Quito,Ecuador,Unknown,2011,0.74,3.75
LABurdickFelchlin,USA,576,Grenada,Grenada,Trinitario,2010,0.75,3.25
LABurdickFelchlin,USA,576,DominicanRepublic,DominicanRepublic,Unknown,2010,0.74,3.75
LABurdickFelchlin,USA,597,Venzuela,Venezuela,Unknown,2010,0.71,3
LABurdickFelchlin,USA,431,Madagascar,Madagascar,Trinitario,2009,0.64,3.5
LABurdickFelchlin,USA,451,Bolivian,Bolivia,Unknown,2009,0.68,3
LaChocolaterieNanairo,Japan,1892,Lumas2015HarvestBatch6brownsugar,Peru,TrinitarioCriollo,2016,0.7,2.25
LaChocolaterieNanairo,Japan,1892,Lumas2015HarvestBatch7,Peru,TrinitarioCriollo,2016,0.7,2.5
LaChocolaterieNanairo,Japan,1892,Tumbes2013HarvestBatch8,Peru,Criollo,2016,0.7,3
LaChocolaterieNanairo,Japan,1892,Belize2014HarvestBatch9,Belize,TrinitarioCriollo,2016,0.7,3
LaMaisonduChocolatValrhona,France,1121,Cuana2013,AfricaCarribeanCAm,Unknown,2013,0.74,2.75
LaMaisonduChocolatValrhona,France,1145,Tobago,Tobago,Unknown,2013,0.6,3.25
LaMaisonduChocolatValrhona,France,1189,Acariguawnibs,Ecuador,Unknown,2013,0.56,3.25
LaMaisonduChocolatValrhona,France,891,LomaSotavento,DominicanRepublic,Unknown,2012,0.66,3.5
LaMaisonduChocolatValrhona,France,741,Grenada,Grenada,Trinitario,2011,0.68,3.5
LaMaisonduChocolatValrhona,France,346,Akosombo,Ghana,Forastero,2009,0.68,3.25
LaMaisonduChocolatValrhona,France,346,PorcelanaPariguan,Venezuela,CriolloPorcelana,2009,0.69,3.5
LaMaisonduChocolatValrhona,France,439,Kuruba,,Unknown,2009,0.6,3
LaMaisonduChocolatValrhona,France,445,Orinoco,,Unknown,2009,0.6,3.75
